"TCGA-02-0001-01C-01R-0179-07" "TCGA-02-0003-01A-01R-0179-07" "TCGA-02-0006-01B-01R-0179-07" "TCGA-02-0007-01A-01R-0179-07" "TCGA-02-0009-01A-01R-0179-07" "TCGA-02-0010-01A-01R-0179-07" "TCGA-02-0011-01B-01R-0179-07" "TCGA-02-0014-01A-01R-0179-07" "TCGA-02-0021-01A-01R-0179-07" "TCGA-02-0024-01B-01R-0179-07" "TCGA-02-0027-01A-01R-0179-07" "TCGA-02-0028-01A-01R-0179-07" "TCGA-02-0033-01A-01R-0179-07" "TCGA-02-0034-01A-01R-0179-07" "TCGA-02-0037-01A-01R-0179-07" "TCGA-02-0038-01A-01R-0179-07" "TCGA-02-0043-01A-01R-0179-07" "TCGA-02-0047-01A-01R-0179-07" "TCGA-02-0052-01A-01R-0179-07" "TCGA-02-0054-01A-01R-0179-07" "TCGA-02-0055-01A-01R-0179-07" "TCGA-02-0057-01A-01R-0179-07" "TCGA-02-0058-01A-01R-0179-07" "TCGA-02-0060-01A-01R-0179-07" "TCGA-02-0064-01A-01R-0195-07" "TCGA-02-0069-01A-01R-0195-07" "TCGA-02-0071-01A-01R-0195-07" "TCGA-02-0074-01A-01R-0195-07" "TCGA-02-0075-01A-01R-0195-07" "TCGA-02-0080-01A-01R-0195-07" "TCGA-02-0083-01A-01R-0195-07" "TCGA-02-0085-01A-01R-0195-07" "TCGA-02-0086-01A-01R-0195-07" "TCGA-02-0089-01A-01R-0195-07" "TCGA-02-0099-01A-01R-0195-07" "TCGA-02-0102-01A-01R-0195-07" "TCGA-02-0107-01A-01R-0195-07" "TCGA-02-0113-01A-01R-0195-07" "TCGA-02-0114-01A-01R-0195-07" "TCGA-02-0115-01A-01R-0195-07" "TCGA-02-0116-01A-01R-0195-07" "TCGA-06-0122-01A-01R-0213-07" "TCGA-06-0124-01A-01R-0213-07" "TCGA-06-0125-01A-01R-0213-07" "TCGA-06-0126-01A-01R-0213-07" "TCGA-06-0128-01A-01R-0213-07" "TCGA-06-0129-01A-01R-0213-07" "TCGA-06-0130-01A-01R-0213-07" "TCGA-06-0133-01A-02R-0213-07" "TCGA-06-0137-01B-02R-0213-07" "TCGA-06-0138-01A-02R-0229-07" "TCGA-06-0139-01A-01R-0213-07" "TCGA-06-0140-01A-01R-0213-07" "TCGA-06-0141-01A-01R-0213-07" "TCGA-06-0142-01A-01R-0213-07" "TCGA-06-0143-01A-01R-0213-07" "TCGA-06-0145-01A-06R-0213-07" "TCGA-06-0147-01A-02R-0229-07" "TCGA-06-0150-01A-01R-0229-07" "TCGA-06-0151-01A-01R-0229-07" "TCGA-06-0154-01A-03R-0229-07" "TCGA-06-0156-01A-03R-0229-07" "TCGA-06-0157-01A-01R-0229-07" "TCGA-06-0158-01A-01R-0229-07" "TCGA-06-0159-01A-01R-0229-07" "TCGA-06-0160-01A-01R-0229-07" "TCGA-06-0166-01A-01R-0229-07" "TCGA-06-0168-01A-02R-0229-07" "TCGA-06-0169-01A-01R-0213-07" "TCGA-06-0171-01A-02R-0229-07" "TCGA-06-0173-01A-01R-0229-07" "TCGA-06-0174-01A-01R-0229-07" "TCGA-06-0176-01A-03R-0229-07" "TCGA-06-0178-01A-01R-0229-07" "TCGA-06-0184-01A-01R-0229-07" "TCGA-06-0185-01A-01R-0229-07" "TCGA-06-0187-01A-01R-0229-07" "TCGA-06-0188-01A-01R-0229-07" "TCGA-06-0189-01A-05R-0229-07" "TCGA-06-0190-01A-01R-0229-07" "TCGA-06-0195-01B-01R-0229-07" "TCGA-06-0197-01A-02R-0229-07" "TCGA-06-0208-01B-01R-0229-07" "TCGA-06-0210-01B-01R-0229-07" "TCGA-06-0211-01B-01R-0229-07" "TCGA-06-0213-01A-01R-0229-07" "TCGA-06-0214-01A-02R-0229-07" "TCGA-06-0216-01A-01R-0229-07" "TCGA-06-0219-01A-01R-0229-07" "TCGA-06-0221-01A-01R-0229-07" "TCGA-06-0237-01A-02R-0229-07" "TCGA-06-0240-01A-02R-0229-07" "TCGA-06-0241-01A-02R-0229-07" "TCGA-02-0004-01A-01R-0300-07" "TCGA-02-0015-01A-01R-0300-07" "TCGA-02-0016-01A-01R-0300-07" "TCGA-02-0023-01B-01R-0300-07" "TCGA-02-0025-01A-01R-0300-07" "TCGA-02-0026-01B-01R-0300-07" "TCGA-02-0039-01A-01R-0300-07"
"SESN3" 4 4 3 2 4 3 2 5 4 2 3 12 5 3 3 5 2 7 3 37 4 5 4 2 5 5 5 2 6 4 8 4 3 6 11 4 10 9 22 20 6 6 5 6 4 8 3 15 9 2 2 5 5 26 4 4 6 5 3 3 5 3 8 4 4 3 4 2 1 2 4 4 20 2 8 2 2 5 5 5 2 5 5 2 4 25 4 2 2 2 9 3 2 1 1 1 1 0 1 0
"ITPKB" 7 1 2 4 8 2 6 1 3 2 2 4 2 3 5 3 2 7 1 5 1 8 5 1 5 1 8 3 3 3 3 5 3 12 3 8 6 5 2 15 8 10 3 8 5 4 2 2 8 8 1 2 14 9 11 5 2 1 1 1 2 1 4 10 2 4 3 5 2 3 4 1 2 1 5 4 6 3 1 2 2 2 2 1 2 1 5 5 2 1 2 1 1 1 1 1 1 0 1 1
"SGPP2" 2 2 2 1 2 1 2 1 2 3 2 1 1 1 1 2 1 2 1 1 2 2 1 2 1 1 1 1 1 2 2 3 1 2 1 2 2 1 2 3 2 1 1 2 3 2 2 2 3 2 1 3 2 3 7 2 5 2 2 3 2 1 4 2 2 12 2 1 1 2 2 2 3 2 3 1 2 2 1 2 3 1 3 1 2 2 2 9 2 2 2 12 2 0 0 0 0 0 1 0
"SLC1A6" 1 1 1 1 0 2 2 1 1 4 1 11 1 1 1 1 0 3 1 1 1 1 1 1 0 1 0 3 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 0 1 4 0 1 0 1 0 0 0 2 0 0 0 1 1 0 1 0 0 1 5 4 1 0 1 0 0 0 2 0 0 0 2 0 1 2 0 0 0 1 1 1 3 1 1 0 3 1 5 2 6 2 4 1 3
"SFTPD" 2 2 5 9 0 1 1 1 1 2 1 0 1 1 1 1 0 3 1 3 1 1 4 1 0 1 1 0 0 1 1 2 0 2 2 0 1 4 1 1 0 3 2 1 1 1 2 0 2 1 1 1 5 2 6 2 0 1 3 1 2 3 1 1 1 8 1 4 1 1 1 1 2 3 1 2 1 7 1 2 1 1 2 1 1 1 2 5 1 1 5 9 1 2 2 16 3 2 2 2
"ZNF135" 2 2 2 2 1 4 4 6 3 4 4 6 1 2 0 1 4 3 2 2 1 1 1 2 1 11 1 6 3 3 3 3 2 2 4 2 2 2 3 2 3 2 2 8 3 4 6 4 2 1 3 2 3 0 3 5 1 0 1 2 1 4 0 1 1 2 2 0 0 1 2 0 1 1 2 1 1 4 1 1 1 2 0 0 0 1 2 2 2 1 4 2 4 2 1 0 1 3 1 2
"ALMS1" 0 1 0 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1 0 1 1 1 1 1 1 2 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 2 1 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 0 1 7 9 8 10 11 6 3
"APC" 5 8 3 6 11 7 4 7 5 7 16 6 2 3 8 8 5 11 3 13 1 8 10 6 7 5 8 9 3 4 3 5 3 8 3 10 4 4 5 7 6 11 9 12 13 10 6 1 11 6 7 2 6 5 16 7 4 1 9 2 6 5 17 24 2 25 6 11 1 6 5 10 2 3 4 5 11 12 3 4 8 3 9 3 9 5 8 18 7 3 6 12 7 1 1 1 1 1 1 1
"CAND2" 4 6 6 6 6 4 5 6 2 3 4 11 4 2 2 4 4 3 2 1 1 4 3 2 3 3 4 5 2 6 1 3 3 4 6 4 3 1 3 2 4 3 2 4 5 3 5 1 3 4 2 1 3 3 3 2 4 0 1 1 2 3 4 4 1 6 4 3 3 2 1 2 1 1 5 2 3 5 3 3 4 2 2 1 5 1 4 4 2 1 3 3 3 0 1 0 0 0 0 0
"KHDC1" 5 5 8 6 4 4 7 4 3 2 4 1 3 3 2 9 2 4 6 3 2 3 9 4 3 4 4 6 5 7 12 3 7 6 7 8 6 12 11 8 7 3 3 4 4 7 4 4 14 6 13 1 7 2 4 4 9 8 11 2 2 21 9 4 12 9 4 10 2 10 12 12 5 6 3 6 1 11 8 3 8 9 9 6 5 33 2 12 8 10 29 19 17 2 2 1 1 1 0 1
"DRD5" 1 4 1 2 0 0 1 1 6 1 2 1 1 1 1 0 0 1 2 1 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 1 0 0 1 0 1 1 3 1 1 1 0 0 2 0 0 0 2 0 0 4 0 1 1 7 1 1 1 1 1 1 0 2 0 1 1 4 1 1 1 0 0 1 1 0 1 3 1 5 0 12 0 1 1 1 0 0 1 0
"ITGB3" 0 1 2 1 0 1 1 0 1 8 1 0 2 2 1 1 1 1 1 1 2 1 0 1 3 0 1 1 4 0 1 1 1 1 1 1 2 0 1 0 0 6 4 4 1 1 0 4 0 10 1 2 6 11 0 9 0 3 1 2 1 1 0 1 1 0 1 2 1 1 2 1 2 0 1 1 2 1 2 2 0 1 1 2 0 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1
"NMI" 3 1 3 3 1 0 1 0 1 0 1 0 4 2 1 3 2 2 2 2 2 1 2 1 2 0 2 0 1 0 2 1 1 2 2 1 2 2 1 2 1 3 1 1 1 1 2 5 4 1 2 5 3 1 0 2 2 10 2 2 2 2 1 2 3 0 1 3 1 1 1 1 1 1 1 1 4 1 2 2 1 4 1 2 1 3 2 0 3 1 2 2 1 6 2 4 4 1 2 4
"MGAT3" 4 5 2 2 3 3 6 4 2 6 4 4 2 3 2 5 3 6 1 1 1 5 3 8 5 11 3 4 3 2 1 6 4 4 1 4 2 2 2 4 4 2 2 3 4 2 4 0 2 4 4 1 1 2 11 7 0 1 1 1 1 2 2 2 1 13 3 3 6 4 3 4 1 1 4 1 3 3 1 3 3 2 1 1 3 1 2 15 1 1 1 7 3 0 1 1 1 1 0 1
"PPP1R15B" 1 1 1 12 1 1 1 3 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 2 1 1 118 1 1 1 1 1 1 73 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 25 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"CDKN1C" 0 2 1 1 1 1 2 0 0 3 0 0 0 1 0 2 1 1 5 0 1 3 1 0 1 1 1 3 0 1 1 5 0 2 1 0 1 0 2 1 1 1 0 1 1 0 1 0 1 1 1 2 2 1 13 1 1 1 1 0 0 2 1 2 1 2 1 1 1 1 1 2 0 1 2 1 1 2 0 1 2 0 1 1 1 0 1 15 1 1 2 4 2 1 1 1 1 1 1 1
"EXOC6B" 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 2 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 0 1 1 1 4 1 1 1 1 1 1 0 0 5 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 10 14 5 20 19 6 2
"OPRK1" 3 1 1 1 0 1 1 1 1 19 1 1 2 1 1 1 0 1 1 1 1 1 2 2 1 1 1 1 1 1 2 2 1 2 2 1 1 1 1 3 1 0 1 1 1 0 0 0 3 0 1 0 0 1 6 0 0 1 4 0 1 2 1 1 1 17 1 1 0 1 1 1 1 1 0 1 1 2 1 4 4 1 1 1 1 1 2 7 2 2 1 20 1 1 1 1 1 1 1 1
"AFF4" 1 1 1 1 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 2 2 1 2 1 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 2 10 8 29 19 21 14
"LRRC75A-AS1" 0 1 1 1 1 1 1 1 1 2 0 1 0 0 1 1 1 0 1 0 1 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 2 1 0 1 1 1 1 0 1 0 1 3 2 2 2 1 3 1 0 2 0 1 6 1 1 1 1 1 8 1 4 1 0 1 1 3 1 7 5 1 4 1 3 2 4 2 2 2 2 2 2 4 1 1 1
"RCBTB2" 1 6 2 1 2 1 0 0 1 0 2 1 2 1 1 6 1 3 2 2 1 2 1 2 1 1 3 1 1 0 1 2 1 2 1 2 3 2 0 1 3 1 2 1 1 2 3 2 9 1 4 6 1 2 2 1 3 2 4 1 1 2 8 2 1 1 1 2 1 3 2 2 1 2 2 1 2 2 2 2 2 1 4 2 2 1 1 1 2 1 4 2 2 1 0 0 0 0 0 0
"STEAP4" 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 0 1 1 1 10 1 2 1 1 1 1 1 1 0 0 1 0 2 1 1 1 2 1 3 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 2 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0
"KRCC1" 10 4 5 5 4 1 3 4 2 1 3 3 3 3 1 4 2 4 10 3 4 3 6 2 2 2 3 4 2 2 4 3 3 3 4 1 3 3 2 4 1 1 2 2 2 5 4 7 12 1 5 8 2 3 2 2 4 7 7 7 2 7 3 2 10 2 2 4 3 6 3 3 3 8 3 3 2 3 4 4 5 6 7 9 3 6 3 3 7 8 5 5 4 0 0 0 0 0 0 0
"DLEC1" 2 3 5 4 8 1 3 1 2 1 2 2 1 7 3 7 2 7 2 4 1 6 10 1 2 1 3 3 1 9 1 6 2 12 22 3 13 1 1 3 4 4 2 3 4 7 4 1 20 4 10 2 14 5 6 5 3 1 4 1 2 7 9 6 3 2 2 4 3 4 2 1 2 3 2 6 6 8 2 2 3 1 7 2 2 3 3 2 2 2 11 3 2 1 1 1 1 1 1 1
"SDCBP2" 7 1 2 2 4 2 12 4 4 2 5 1 1 2 6 8 2 4 5 2 3 3 3 2 2 24 4 4 11 3 9 9 13 7 4 3 3 20 4 25 6 3 4 6 5 19 4 3 14 32 2 2 9 3 11 7 25 8 15 5 5 7 1 4 3 12 3 6 5 10 5 3 1 46 18 10 4 6 4 4 5 7 12 6 3 3 2 10 3 7 6 19 8 1 4 4 5 1 6 4
"SCAP" 1 1 1 1 2 1 2 0 2 1 2 2 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 2 1 2 0 1 1 1 2 2 1 1 0 1 2 2 1 3 3 1 2 1 1 1 1 1 2 1 2 2 1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 2 1 1 1 1 1 0 2 0 1 1 0 0 1 0 1 2 2 78 22 1 2 2
"LRRC73" 3 2 1 13 1 1 4 1 2 3 2 5 1 5 1 3 2 2 1 3 1 1 3 4 1 3 1 1 1 2 2 4 1 3 3 1 1 1 1 2 1 1 2 2 2 1 0 2 3 5 2 1 4 1 7 2 2 1 4 1 1 6 1 1 1 22 1 4 3 3 2 2 1 1 1 2 2 5 1 1 10 1 1 1 3 1 1 16 4 3 4 31 5 1 1 1 1 1 1 1
"MMP11" 1 1 1 1 1 1 1 1 1 1 1 0 1 8 1 1 1 6 2 1 17 1 1 1 4 1 1 1 1 1 1 22 2 2 18 1 8 1 1 1 1 1 1 1 0 0 0 6 1 5 1 2 1 1 0 1 2 1 2 2 1 1 1 0 1 1 1 2 2 1 1 1 3 1 0 1 1 1 4 2 0 1 1 1 1 1 1 0 1 1 1 1 1 2 1 2 1 1 2 2
"LOC728215" 2 7 3 5 0 3 4 1 3 4 5 5 4 1 0 1 2 4 3 1 2 3 3 7 1 3 2 2 1 3 3 8 2 2 1 2 3 2 0 5 1 1 1 4 1 1 6 6 2 1 3 2 3 5 7 0 0 1 2 3 1 2 8 1 1 13 3 4 2 2 2 5 1 2 1 2 0 1 2 4 3 1 4 1 1 2 3 12 2 3 2 10 1 1 1 2 1 1 1 1
"SLC12A4" 1 1 1 1 1 1 2 0 3 0 2 1 1 2 3 2 2 3 1 1 1 1 1 0 2 1 2 1 2 2 1 2 3 2 1 1 2 2 0 1 3 2 2 2 3 1 1 1 1 4 1 1 1 2 1 1 3 1 1 0 2 1 2 1 0 0 1 1 2 0 1 1 1 1 1 1 3 1 2 2 0 1 2 0 1 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0
"STX7" 1 1 1 0 0 0 1 0 1 0 0 0 1 0 1 1 1 1 2 1 2 1 0 0 1 0 1 0 1 0 1 1 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 1 2 0 1 5 0 1 1 1 1 9 3 1 1 2 1 1 2 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 1 3 2 11 1 3 2 2 3 3 1 5 1 1 1 2 1 1 1 2
"PTPRB" 2 1 1 0 3 1 2 1 2 1 3 1 1 2 1 2 0 1 3 2 1 2 2 3 2 3 2 1 1 5 0 4 3 1 2 2 3 1 0 2 3 1 2 1 5 2 2 1 2 1 3 2 1 2 7 1 4 4 10 2 2 1 4 3 2 10 1 3 1 2 2 1 3 1 7 2 3 4 6 3 1 2 6 2 2 2 2 7 2 2 2 8 1 0 1 0 0 1 0 0
"TLE1" 3 3 1 2 3 2 2 3 4 1 2 3 1 0 1 1 2 0 0 1 0 1 3 2 3 1 1 2 3 1 1 2 3 1 2 4 1 1 0 2 6 1 3 4 4 0 1 1 1 5 1 0 1 1 2 2 3 0 0 1 2 0 2 1 1 1 0 1 1 1 1 2 1 0 4 2 2 1 2 2 1 1 1 0 1 1 1 1 1 1 1 1 0 5 2 6 4 2 2 3
"MTSS1" 3 30 5 1 9 48 35 48 2 13 12 7 2 3 2 4 3 10 6 4 2 6 3 9 3 31 10 25 3 14 3 7 3 3 5 3 3 2 19 2 4 4 2 3 5 11 15 5 3 5 10 10 3 4 13 10 3 12 4 3 2 12 15 6 3 6 14 7 4 4 8 22 4 15 4 3 4 10 3 4 7 3 5 2 4 4 8 9 2 7 6 6 15 4 2 1 2 5 3 3
"SORBS2" 4 10 4 3 5 3 3 4 3 5 3 1 1 2 1 5 2 3 3 4 2 3 2 4 1 1 2 2 1 2 1 4 1 3 8 3 2 3 1 5 4 1 2 3 6 1 1 1 3 24 7 2 6 3 12 4 5 1 5 1 1 3 7 2 1 17 3 5 2 2 6 8 1 1 2 3 3 4 1 2 6 0 4 1 1 0 2 13 2 1 3 12 3 1 4 1 2 1 1 2
"N4BP2L1" 9 7 2 2 7 4 3 1 4 1 4 2 2 1 2 4 3 4 3 1 2 4 17 3 3 1 6 1 2 6 5 4 2 6 2 2 6 2 4 9 4 3 4 2 4 5 6 4 16 3 7 15 4 7 12 5 20 11 20 4 2 5 3 5 4 17 1 9 3 6 5 3 2 5 7 10 4 8 5 6 12 3 24 5 3 6 3 14 5 11 8 31 6 1 2 2 2 0 2 2
"CIRBP" 1 5 2 3 9 3 2 6 6 3 5 6 1 2 4 3 5 5 2 1 1 4 7 2 2 3 5 2 3 3 3 3 1 4 2 7 3 2 4 5 3 5 4 5 9 2 4 1 2 2 1 1 2 4 3 2 3 0 1 2 4 2 10 6 1 4 3 2 1 2 5 5 1 1 2 7 3 2 2 3 2 1 5 1 4 0 4 8 1 1 2 2 3 0 0 0 0 1 2 0
"CD300LF" 3 2 4 1 2 1 1 2 2 2 2 2 3 3 2 3 3 3 3 2 4 3 3 1 16 2 7 4 3 1 4 6 10 12 4 3 18 2 2 4 2 6 5 3 5 5 22 34 9 8 5 60 4 18 5 9 10 41 4 7 4 10 5 8 5 2 3 9 9 4 14 3 3 8 19 4 4 5 4 4 6 4 7 11 2 31 7 3 4 5 12 16 4 2 2 9 6 2 5 1
"PEX3" 1 2 2 1 2 2 2 0 1 1 1 1 2 1 1 5 2 1 2 2 2 1 1 2 1 1 2 1 1 1 3 1 1 1 1 2 2 2 2 2 0 1 2 1 2 4 2 1 3 1 2 2 1 1 1 2 3 4 5 4 2 3 3 3 3 2 1 4 2 3 3 3 2 2 2 2 1 2 1 2 2 2 5 5 3 4 1 3 5 5 3 5 3 0 0 0 0 0 0 0
"CTSC" 1 1 1 0 0 0 0 1 0 0 1 0 3 1 1 1 1 1 1 0 2 1 0 1 5 0 1 1 1 0 0 1 2 1 1 0 1 0 0 1 0 1 2 0 0 0 1 3 0 0 1 8 1 2 0 1 1 11 1 2 1 2 1 0 1 0 1 2 1 1 2 1 1 1 1 0 1 1 2 1 1 3 0 1 0 2 1 0 1 1 1 1 1 1 1 1 1 1 0 0
"OR10A7" 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 2 2 1 0 1 0 1 4 2 3 1 1 1 1 2 1 1 1 0 1 1 1 1 3 1 1 1 1 1 1 1 1 1 4 1 2 1 1 1 2 1 1 1 40 4 25 15 2 9 12
"TMC2" 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 27 14 6 20 76 12 35
"ATF5" 2 0 4 1 0 0 0 2 1 2 1 0 1 1 1 1 1 1 2 7 1 1 0 0 1 2 1 1 1 0 1 1 2 1 1 2 2 1 0 2 1 2 1 1 1 1 0 1 0 1 1 1 1 2 0 1 0 1 0 1 1 1 1 1 1 0 1 1 2 1 4 1 2 0 1 1 1 1 1 3 1 1 2 2 1 0 1 0 1 1 0 0 1 2 3 5 6 16 6 2
"TMEM106B" 3 2 2 5 2 1 2 2 1 1 1 1 3 2 2 7 1 2 6 3 3 2 3 1 1 2 2 2 2 2 4 2 3 3 3 1 2 3 1 4 1 1 3 2 2 3 2 2 8 4 4 3 3 3 1 3 6 7 6 7 2 6 3 2 7 2 2 4 3 5 3 4 2 5 2 2 1 4 4 2 3 3 3 8 3 6 3 1 5 3 7 4 8 22 0 0 0 1 0 0
"COQ10B" 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1 2 2 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 0 1 2 1 1 2 1 1 1 1 3 3 2 2 1 1 1 1 1 2 1 2 0 1 1 1 1 1 2 2 1 1 1 1 2 2 5 5 1 3 1 3 2 1 1 3 1 0 0 0 0 0 0 0
"CFAP45" 1 1 1 1 1 0 1 0 1 1 1 1 1 2 2 1 2 2 1 1 1 1 1 1 1 3 1 1 1 0 1 2 1 1 16 1 5 12 0 1 0 2 1 2 1 0 0 2 1 3 1 0 1 1 0 2 0 0 1 0 1 14 0 1 1 1 1 8 1 1 1 1 2 0 1 1 2 2 2 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0 1
"APOPT1" 1 1 1 1 1 1 1 1 1 1 2 2 1 0 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 0 0 2 1 1 1 1 1 1 1 2 1 2 1 2 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 2 1 2 2 2 1 1 1 1 4 1 1 67 7 3 6 96 10 3
"SLFN12" 1 2 1 2 1 1 1 0 1 0 3 0 1 3 1 3 1 1 3 6 3 2 1 1 2 1 1 1 1 1 1 1 2 1 3 1 4 1 0 1 1 1 3 2 1 2 1 3 1 2 2 14 1 4 2 1 8 12 2 7 1 5 1 2 3 0 1 2 1 3 1 1 4 1 2 1 1 2 8 1 1 4 3 5 1 4 2 0 2 1 2 1 1 1 0 1 0 1 0 1
"GOLGA7" 2 4 3 1 3 1 2 1 2 2 2 3 1 1 3 3 2 4 4 2 3 2 3 1 2 2 2 3 2 1 5 2 1 2 2 2 2 2 2 2 1 1 1 1 1 2 1 1 2 1 3 2 2 2 3 1 6 4 4 3 3 4 5 4 3 2 3 4 2 3 4 5 2 6 3 4 3 3 2 3 3 5 10 6 7 5 5 10 7 6 6 8 5 0 0 0 0 0 0 0
"GPR19" 2 4 2 8 1 2 4 1 3 7 2 1 1 1 2 1 1 3 5 10 1 2 3 2 1 1 2 3 0 2 2 1 1 4 2 1 1 1 2 3 2 1 1 2 1 2 1 0 2 2 4 2 1 1 1 2 3 4 4 7 2 4 3 3 2 4 3 4 1 5 3 6 1 7 2 4 1 4 1 2 1 1 5 2 2 1 2 3 2 2 2 9 5 1 1 1 1 0 0 0
"ENDOD1" 10 3 8 2 7 2 4 1 3 2 17 5 7 4 3 5 3 12 4 8 4 13 6 6 5 3 8 4 11 3 7 9 6 14 5 1 14 6 3 19 2 10 12 6 5 3 2 3 8 7 3 5 3 8 23 6 9 5 6 8 7 3 4 6 3 11 6 3 7 5 6 2 3 3 5 5 8 4 6 8 3 12 9 6 7 6 7 26 6 3 2 10 3 0 1 1 1 1 1 1
"DKFZp666G057" 3 2 4 9 16 3 1 1 4 2 3 1 2 1 2 5 9 3 1 2 1 4 4 3 2 3 7 6 3 2 4 1 2 4 4 11 1 3 4 2 15 11 3 28 24 3 6 18 6 2 7 1 14 3 5 4 10 2 10 13 2 4 11 8 2 4 5 3 2 6 5 6 3 3 4 10 3 11 2 4 4 3 6 2 3 2 2 4 2 2 6 2 2 1 1 1 1 1 1 1
"TRIM49" 1 1 1 1 1 0 1 3 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 0 2 0 1 0 0 3 0 0 0 3 0 0 0 0 0 0 4 2 0 1 0 1 0 0 0 1 0 29 0 1 1 0 2 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1 1 2 1 3 1 5 1 2 11 4
"TCEAL6" 5 7 4 5 5 2 6 1 3 2 5 4 2 2 2 3 2 9 3 5 3 6 10 5 2 0 3 3 5 2 2 3 4 2 4 4 3 5 2 6 3 3 2 2 3 5 4 2 2 1 1 1 4 2 9 3 1 0 1 0 1 1 4 5 1 5 2 1 1 2 1 2 3 1 2 2 1 4 0 3 4 1 3 0 2 1 4 12 1 1 1 3 1 1 1 1 1 2 1 2
"EBPL" 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 2 1 1 1 1 1 0 0 1 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 52 20 8 29 2 2 9
"TEF" 2 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 2 3 2 1 2 1 1 1 3 2 3 2 2 1 1 4 2 2 4 2 1 1 1 1 1 1 2 2 1 1 1 1 2 7 1 1 2 2 1 2 1 2 1 1 11 1 2 6 2 2 1 1 1 4 1 2 1 1 1 4 1 2 1 1 1 2 7 1 1 1 4 1 0 0 1 0 0 0 0
