	A427	A549	Detroit562	FaDu	H1299	H1395	H1703	H2126	H2170	H2228	H358	H441	H520	H522	H596	HCC827	KYSE30	OE21	PC9	SCC15	SCC25	SKMES1	SW900
XRCC1|7515	1589	2270	1116	1006	2967	1604	2057	2116	2085	4477	2976	1031	1927	2070	1826	1481	2060	1471	1689	597	1197	3597	1620
XRCC2|7516	1418	2314	392	866	2951	1074	1331	2484	2569	2017	1605	2972	807	4004	226	2525	779	418	2518	256	449	1719	2022
XRCC3|7517	1453	1504	938	1229	3085	469	1028	2749	1812	2916	2265	1537	1846	2569	429	2154	1074	1809	2133	1067	908	1543	1793
XRCC4|7518	869	1063	487	719	1172	363	875	456	446	1337	1434	688	320	147	386	1711	1110	849	705	235	560	2222	746
XRCC5|7520	16412	28030	14914	16366	25847	9255	21536	14875	30031	23042	41586	15508	29044	31875	14140	32350	21310	14413	18576	11413	20803	59746	18884
XRCC6BP1|91419	467	182	115	92	244	162	142	285	186	250	337	214	260	317	167	288	213	212	128	143	150	361	152
XRCC6|2547	15098	21050	18723	47928	23959	19699	16250	26529	34984	21630	37198	18299	21803	27431	14794	26604	23834	17842	27370	15828	20720	40913	19331
XRN1|54464	8501	2228	3271	2387	4111	1055	1564	2729	1784	3060	5294	2050	3006	3570	3680	3017	1644	1648	2531	3073	3137	6942	1993
XRN2|22803	5710	12411	3301	3457	6892	3253	10413	8997	10794	6877	21640	3656	2213	7663	6294	12566	11480	6861	6619	3464	10151	12884	7354
XRRA1|143570	1875.24	650.13	729.73	111.22	462.68	1352.04	657.21	706.95	514.12	659.28	877.63	1205.65	372.04	1296.95	640.9	661.11	811.18	439.98	1022.74	160.15	349.24	2842.6	1145.76
XYLB|9942	733	618	56	210	393	394	531	345	513	369	452	357	147	371	267	328	358	148	239	82	78	429	215
XYLT1|64131	27	128	11	0	18	1	473	3986	88	2	0	0	39	0	0	1	735	46	106	936	7523	13	4
XYLT2|64132	6137	2900	2492	1002	4281	3741	1826	2512	1724	3172	7194	3716	3090	4118	1978	3466	2617	2771	2849	1027	4062	7155	1611
YAF2|10138	1081	1193	544	277	2132	817	1039	767	433	2513	875	116	1108	1005	450	696	564	358	698	364	507	1262	349
YAP1|10413	57308	5186	69084	5524	8357	2939	4130	9326	9083	7724	17672	12098	3967	16780	12562	12514	9652	3573	5913	8184	10410	11200	9367
YARS2|51067	1482	1002	761	1582	1679	864	758	522	1354	1667	1924	635	736	1191	560	1770	2142	1238	1285	437	1030	1202	1746
YARS|8565	3975	7785	7564	5681	10632.99	5544	6303	6427	11042	11306.91	10419	12186	5694.74	10178.84	8970.98	8488	12409	6212.91	6395	5196	7276	18747.99	5113
YBX1|4904	31258	30261	11513	58428	32755	16503	23346	37491	46540	44634	34000	26015	98674	49451	43522	76958	45153	27005	25402	26217	23457	115439	19578
YBX2|51087	3688	24	197	0	2100	763	28	2139	19	1735	1187	78	777	91	304	1042	0	12	404	5	34	11	15
YDJC|150223	1063	931	1081	620	1001	1271	863	1450	2163	757	2644	1387	797	1645	1104	1472	2085	892	758	535	664	1455	606
YEATS2|55689	8364.76	2149.94	3055.91	1418.99	3678.85	949.97	1829.93	1609.93	4371.95	4267.7	7063.79	6767.72	7364.83	8087.83	1777.96	7753.92	4368.9	3301.87	2840.8	2058.98	3673.92	4511.93	2106.95
YEATS4|8089	2865	1749	873	1083	2267	1007	1328	1209	2071	1936	1654	865	850	1317	726	1313	1256	958	1056	468	1141	1158	980
YES1|7525	23377	3930	2879	5053	5809	5723	2876	7917	8747	3889	13132	1970	4188	12848	5294	6230	10367	7278	8818	2595	4770	11597	2695
YIF1A|10897	3906	1559	3604	4056	2083	6047	2420	8778	1858	1797	5188	2585	2244	3204	3291	1908	3262	4092	1557	2292	5209	3810	1443
YIF1B|90522	1629	2479.15	571.09	1054.15	6314.56	5395.39	2493.79	2105.01	1945.09	4311.64	3286.53	879.77	2549.85	1123	1932.95	997.84	1934.31	2807.4	2069.2	772.67	1776.1	3073.66	1572.93
YIPF1|54432	1886	382	822	503	1350	890	351	1680	295	1134	1032	509	553	822	785	1275	1483	1030	673	694	697	1989	475
YIPF2|78992	2413	656	2050	1235	2444	8463	608	5805	1436	1736	6891	2070	2945	1382	2684	3601	3595	2401	1704	1606	5219	2439	1859
YIPF3|25844	11493	2157	5548	1776	7488	18939	2314	7698	3514	5769	12052	5858	3515	4148	7393	2977	4073	3969	3774	4408	5758	5531	4492
YIPF4|84272	1853	688	667	363	1546	1199	549	832	787	879	3119	589	923	1538	926	901	933	744	527	463	734	1263	510
YIPF5|81555	5013	2010	2364	1363	3223	2836	1686	2891	1279	2484	4809	1670	3137	1902	2509	3300	3919	3918	2348	3928	7170	7124	1428
YIPF6|286451	1640	598	372	342	1802	961	528	1958	1196	1448	3131	910	585	1785	989	1569	987	927	935	306	1028	1890	563
YIPF7|285525	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0
YJEFN3|374887	708.25	443.05	60.69	22.59	564.22	114.7	244.73	290.14	61.94	618.65	184.36	64	135.28	579.35	22.85	288.71	56.46	127.69	422.17	5.34	34.47	40.86	116.87
YKT6|10652	5393	5345	3560	4021	4867	4919	3912	6749	4364	5310	5720	2671	5003	7656	11769	7708	7214	4182	6576	7787	6468	13190	4338
YLPM1|56252	9839	11469	5481	9707	10263	4633	8224	9308	9799	10230	18472	5561	8372	11412	5530	10096	9408	5110	15021	5359	5621	17536	8735
YME1L1|10730	18556	13384	6058	5822	8330	10590	9578	13592	10527	9535	17222	8078	8366	7424	8554	14651	7868	9821	7338	7543	15941	17333	11620
YOD1|55432	1003.97	1591.99	893.97	936	1261	2050.73	673	1798	2262.96	1130	3063.98	1722	1418.98	1549.99	1594.97	2437.92	2536.95	2077.94	1446.98	564	2692.95	3069	4008.91
YPEL1|29799	858.64	94.1	72.46	17.3	492.9	46.54	115.91	132.4	74.15	452.68	801.28	232.44	89	1438.08	324.69	100.46	26.46	11.23	114.37	41.79	12.22	199.43	142.68
YPEL2|388403	689	355	824	45	361	775	338	1030	118	522	272	313	37	281	96	574	91	19	96	266	49	206	158
YPEL3|83719	1563	132	660	76	153	404	89	1121	289	241	1165	698	176	9	574	347	298	102	399	234	124	492	330
YPEL4|219539	82	18	10	0	4	3	21	1	2	6	11	2	4	161	6	25	0	4	3	5	5	3	20
YPEL5|51646	5966	1378	1835	201	1352	1643	1534	1685	816	1252	4559	872	589	2062	2177	2247	1858	839	685	1631	2497	2437	860
YRDC|79693	1314.63	389.4	389.05	534.8	1035.51	693.46	259.95	1216.9	752.7	808.28	1657.44	892.33	662.89	2306.46	662.38	705.03	1058.39	796.86	592.95	337.84	980.58	2683.86	600.11
YSK4|80122	1	1	1	1	2	0	0	28	0	1	1	0	0	1	0	0	0	1	0	2	0	1	2
YTHDC1|91746	5100	3346	3331	1921	3030	2666	2795	3881	5160	3184	8600	4730	3603	4374	2909	6467	4239	2517	2717	1988	3402	7278	4176
YTHDC2|64848	5804	3632	1266	1419	3322	2465	2434	2790	2688	2541	3295	2018	3095	3598	1127	3395	2581	1356	1899	1013	1920	2922	1432
YTHDF1|54915	5199	4877	3726	2660	4126	5467	3844	6011	7030	2915	9374	4647	2997	6896	6726	6198	4974	3602	3484	2024	4438	4987	5676
YTHDF2|51441	4836	3154	1995	2185	3667	2731	2546	3707	4635	3051	8161	4500	4200	6104	4294	4420	3847	3101	3262	2003	5776	8124	3232
YTHDF3|253943	9849	7362	3634	5006	11893	9570	4915	4417	7593	10151	16838	6628	6667	5190	7749	6136	13008	5618	4527	8227	7383	12677	7378
YWHAB|7529	35043	23323	19616	18508	23475	15452	16600	22389	33782	21941	29203	14994	9848	10298	37866	30883	22901	22345	21199	9040	20588	42749	18161
YWHAE|7531	25227	51893	81464	39713	35855	25345	30622	22536	38576	42116	48495	32220	32175	29121	40226	75130	51920	32150	37631	36120	31975	73045	39128
YWHAG|7532	13069	23054	10545	12582	13842	11727	18463	12054	22774	17283	24521	8613	14002	27914	26917	18742	36288	23823	17363	7944	11792	43394	11611
YWHAH|7533	4888	9090	6419	4967	6535	6493	6013	7895	9438	8034	10888	5836	5132	10345	7988	10340	20084	5906	8954	7610	7517	17166	12930
YWHAQ|10971	19421	34887	7008	10263	29924	20073	19862	14826	22948	14998	40739	12317	23830	30791	33139	31321	36671	18905	19234	18819	19362	58120	13835
YWHAZ|7534	40629	58140	42136	70647	75722	35225	40422	59854	52266	58170	199065	71863	37289	24854	44117	66668	96492	55680	54383	48577	83434	134233	54041
YY1AP1|55249	5618	3568	3941	3555	4004	2550	3034	5864	6146	2898	15654	4442	3936	6663	5138	5545	4468	3202	2443	2448	4161	5872	4986
YY1|7528	6386	4778	4028	3912	5251	2401	3579	5551	5185	6049	10994	4916	4319	6995	4734	6861	5695	3098	2088	3432	3948	8472	3630
YY2|404281	435.17	148	25	49.26	325.43	77	110.71	64.54	179.53	171	39	122	356.17	140.01	56	209.63	36	29	139	45.82	195.09	233.77	38
ZACN|353174	1.15	1.11	1.06	0	1.09	6.89	0	1.14	1.2	1.09	4.41	1.15	3.57	7.56	2.35	1.14	0	0	1.14	0	1.15	3.25	4.4
ZADH2|284273	3746	1689	1069	1060	2595	1919	1150	812	3582	2296	3170	2069	1223	1427	839	2513	2119	1372	2379	500	2315	3967	944
ZAK|51776	3301	10071.88	7285.96	2183.91	4204.8	2046	7396.89	2905.92	6785.78	2325.72	9777.68	2889.91	4100.9	5930.86	7882.97	12659.83	5371.84	4163.86	4668.94	6879.95	5235.22	31042.13	3941.97
ZAN|7455	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0
ZAP70|7535	6	1	0	0	2	0	0	0	0	2	7	2	2	38	0	0	0	0	1	0	1	1	0
ZAR1L|646799	0	0	0	1	0	1	1	0	1	2	1	1	2	0	0	0	1	0	2	1	1	1	0
ZAR1|326340	0	0	0	0	7	0	1	0	0	8	1	0	3	11	1	0	1	2	1	2	0	1	1
ZBBX|79740	216	0	0	0	7	0	0	0	0	16	3	1	0	1	0	2	0	1	2	0	0	33	0
ZBED1|9189	3636.61	2078	533	958.64	1837.04	249	2283.4	8274.67	1624	960	3731.77	879	642.27	2839	957	1695.65	575	1676.17	973.51	1482	3076.68	5483.06	670.47
ZBED2|79413	44172	47	224	6	2	1	17	3	61	1	2589	283	314	0	14	202	2870	2142	1202	34	1275	87	585
ZBED3|84327	514	130	204	110.83	178	172	128	94	80	172	28	33	207	373	103	125	14	44	89	33	12	64	164
ZBED4|9889	4350	3375	1842	5461	2983	2214	2363	4401	5778	1905	7070	3592	2791	6893	1564	3090	5082	2289	3650	1351	3133	6374	9913
ZBED5|58486	3490	6632	1725	1063	2846	2316	5941	2666	2618	2046	5024	2200	2182	7296	2489	2427	1885	1445	1458	770	4323	3580	1510
ZBP1|81030	0	0	24	1	0	0	0	0	0	0	112	0	2	0	10	0	0	0	2	0	12	0	2
ZBTB10|65986	2353	1091	585	252	2995	1473	826	1376	1463	2946	8089	2419	997	1706	1364	6300	781	726	702	787	508	1585	1512
ZBTB11|27107	5427.08	2377.61	2174.47	1508.84	3556.88	1696.03	1875.45	3368.98	2565.02	2636.43	5107.13	2621.55	2276.49	2800.11	2860.75	3933.68	2341.48	1780.68	2793.73	1385.54	3315.26	3733.9	2492.48
ZBTB12|221527	733	493	401	381	569	250.97	322	276	563.96	570.99	1030.97	556	762.88	742.91	347	220.98	327	122.86	516	154	188	514	296
ZBTB16|7704	0	0	0	0	0	0	0	0	0	0	0	0	284	1	0	0	0	0	0	416	3	0	0
ZBTB17|7709	2357	707	541	319	1370	1723	582	1194	708	1365	3009	1217	1110	2869	894	1066	730	565	913	785	737	1914	1070
ZBTB1|22890	3411.37	1789.14	1454.52	1750.16	2225.14	902.27	2167.83	3084.54	1994.49	1473.75	4812.95	2999.27	1544.72	2933.94	1971.01	3299.43	2016.01	1407.45	1889.48	2835.49	3151.57	2806.24	2813.31
ZBTB20|26137	237	169	32	8	28	48	94	3	31	21	114	44	104	1	89	139	17	11	70	85	17	361	63
ZBTB22|9278	1429	331	682	392	289	679	359	581	457	304	2694	1022	456	1143	1959	505	750	462	351	683	953	1088	519
ZBTB24|9841	1869	1554	1093	1313	2857	412	944	1161	1953	2157	1520	977	1321	2014	819	1594	1551	1335	1724	530	1677	3490	938
ZBTB25|7597	752.22	403.81	333.42	384.14	281.34	262.84	455.02	770.25	408.5	322.93	659.25	511.07	203.44	474.29	220.85	515.27	361.4	244.48	311.62	427.35	433.09	698.96	376.75
ZBTB26|57684	474	256	223	156	676	149	134	243	295	481	1259	213	232	530	148	419	389	188	316	126	305	456	216
ZBTB2|57621	969	1422	765	1718	2457	423	847	971	2324	1759	1691	1616	1763	1983	1290	2787	2402	1434	1222	907	2020	3598	1715
ZBTB32|27033	34	13	0	0	4	14	6	11	8	2	21	4	12	79	11	2	0	37	5	1	10	10	15
ZBTB33|10009	5802	3495	3226	2980	2029	1920	2653	3894	5423	1655	7402	3658	5309	5001	4062	6573	4812	1244	3253	1299	3295	6129	1507
ZBTB34|403341	729	640	483	266	1092	352	275	1172	627	658	1573	463	586	1505	364	635	1173	617	534	436	1348	1300	643
ZBTB37|84614	316	185	69	95	153	184	90	194	152	132	287	122	190	337	180	160	159	113	127	78	161	297	132
ZBTB38|253461	7424	13310	3959	1596	7434	9477	11168	15518	2884	4306	5930	4510	2509	2713	7333	11392	3870	2095	2662	11068	5637	14313	2921
ZBTB39|9880	2953.86	1095	909	452	1852	807	701	1316	1067	1431	2732.96	828	1262	1932	383	1229	1310	900	878.88	259	765	1654	1142
ZBTB3|79842	311	211	414	69	277	230	195	178	273	254	474	156	219	437	306	268	199	71	210	122	197	342	277
ZBTB40|9923	8003	1759	890	424	3341	1028	1507	1939	1871	2613	3005	1860	1567	7019	796	2006	1015	828	2304	477	1439	2098	1646
ZBTB41|360023	4308	1439	1665	1119	1039	976	1197	2330	2915	769	4276	2039	970	2402	3245	2036	1751	1751	1405	703	1160	9098	2267
ZBTB42|100128927	3712	308	587	184	662	641	264	2286	789	521	1556	563	158	1428	295	405	434	235	249	207	348	826	744
ZBTB43|23099	817	993.98	1018.97	635.99	1585.97	1458.98	369.98	1237.99	811.99	982.97	3264.93	688	842.9	1682.95	1581.96	1816.99	2005.87	1082.94	899.96	1249.99	3567.95	1776.92	1629.97
ZBTB44|29068	4234	2848	1772	2346	3444	1202	2168	2714	4175	2646	7167	2797	3534	3664	1945	4970	2655	1581	2085	649	2456	4076	2496
ZBTB45|84878	515	953	246	179	215	1101	752	1563	996	212	1593	681	594	679	872	585	693	405	324	309	600	1159	470
ZBTB46|140685	1265	93	159	29	358	176	85	103	24	328	468	199	47	284	72	190	75	86	134	6	23	51	102
ZBTB47|92999	435	305	224	84	357	365	227	43	92	269	320	85	199	132	143	73	115	86	322	125	130	707	287
ZBTB48|3104	1096	351	430	141	653	313	277	592	318	594	1277	808	610	1268	698	513	281	368	391	268	475	662	538
ZBTB49|166793	325	199	135	77	483	148	117	276	269	331	588	221	163	286	153	367	190	194	240	93	121	494	256
ZBTB4|57659	6348	5370	6316	1866	2967	3464	3015	3040	1487	3426	6079	4251	2098	3280	7732	5840	4808	2571	3873	3955	4236	7624	7710
ZBTB5|9925	1804	2091	890	598	2923	1445	1413	1945	1431	2396	3184	1293	2490	4446	1847	1775	1824	1349	1085	1005	1461	2744	1584
ZBTB6|10773	1048	1300	1182	926	1737	801	586	1562	1292	1267	5263	766	1151	1688	1315	1442	2366	1570	1027	1104	3096	2253	1072
ZBTB7A|51341	4187	2394	1577	1951	2556	2538	1694	3766	2227	2153	6145	2075	2752	2654	3370	1801	3276	2088	2583	1126	2180	5495	1803
ZBTB7B|51043	3422	1743	1087	1344	826	13524	1774	5591	4465	979	7829	3021	2438	1645	5285	1626	2334	1361	1082	682	1557	3243	3072
ZBTB7C|201501	1	14	90	2	0	3	8	585	455	1	0	218	177	9	0	0	29	145	1	86	35	8	182
ZBTB8A|653121	1233	584.53	402	210.08	977	503	348	798	554	559	1340	421	395	1646.76	333	379	319	269.13	422	198	675	735	512
ZBTB8B|728116	13	5.47	9	10.92	19	0	0	12	0	27	83	0	113	473.24	0	36	65	1.87	5	0	10	13	6
ZBTB8OS|339487	664	455	196	209	481	445	489	766	594	503	758	403	315	860	457	606	532	355	387	245	264	909	389
ZBTB9|221504	1411	743	580	658	937	912	393	1013	808	781	1801	671	639	1460	1395	838	1341	623	635	513	1044	1705	655
ZC3H10|84872	417	302	186	144	254	228	272	514	133	323	340	243	226	485	168	211	254	170	131	133	140	326	251
ZC3H11A|9877	11944	8078	7242	4586	6805	12387	6155	10243	10227	6695	23288	7563	6888	15344	12178	11368	7872	6441	6499	3006	7918	14953	11667
ZC3H12A|80149	246	758	4783	127	368	363	1648	311	322	259	1127	550	102	224	596	897	223	919	469	1922	2413	1608	781
ZC3H12B|340554	945	51	2	4	320	3	29	37	74	723	31	8	16	404	5	74	11	18	79	39	12	285	12
ZC3H12C|85463	679	1174	1789	451	1272	508	537	2138	1664	810	2352	1413	714	1209	1363	1963	1209	923	970	1521	2637	5272	2755
ZC3H12D|340152	1	1	7	0	2	5	5	63	0	3	18	1	0	2	1	8	1	1	4	38	0	27	27
ZC3H13|23091	7602	7554	5557	3969	6504	4235	4866	9173	12543	6589	11440	4979	6258	4276	2608	6436	4586	4052	8521	1535	6217	8381	4428
ZC3H14|79882	6313	6236	4011	6821	6927	2335	4387	7702	5030	7018	5007	3873	3290	5119	3394	7480	4476	2598	2506	4205	4304	8516	5282
ZC3H15|55854	5023	6524	3320	3006	4064	3975	4971	4689	6711	4419	10181	5481	5605	19770	4943	8495	14542	3214	3512	1809	3731	11357	4155
ZC3H18|124245	6696	7653	2969	2397	7875	5008	4544	4807	11206	9567	10073	6353	6134	6346	2850	8398	5693	4697	7095	2721	3247	7671	4409
ZC3H3|23144	1650	1338	1160	591	1818	1004	1385	1922	1209	1546	3467	966	1245	1334	835	841	1481	1512	1205	1068	1330	1604	1164
ZC3H4|23211	3620	5846	1910	2139	3437	2400	3756	4121	5518	2980	7171	2818	4088	5807	2948	3863	4664	3226	3133	1456	3825	5297	3698
ZC3H6|376940	676	159	816	36	348	276	463	368	625	302	2203	562	287	571	810	284	225	38	340	201	154	1240	622
ZC3H7A|29066	2018	2371	1932	1206	2903	3528	1732	1859	3080	2104	2973	1806	2392	2122	2531	2796	2126	1489	2247	1070	1832	3564	2269
ZC3H7B|23264	5388	5939	7579	7727	5970	7167	4328	7386	10771	5810	15881	6310	6150	7504	4032	6720	4622	4085	7140	8212	4461	12613	5477
ZC3H8|84524	696	955	359	383	625	787	474	518	919	525	1156	565	961	1542	202	1388	629	456	529	195	420	398	502
ZC3HAV1L|92092	954	466	111	35	550	239	403	641	917	93	526	627	10	672	135	767	617	174	605	57	112	568	215
ZC3HAV1|56829	6169	10562	4347	6361	6643	5832	8709	8276	7680	5178	15093	5249	6904	7127	13524	6632	3682	8955	6268	2116	7596	12306	10972
ZC3HC1|51530	806	997	376	581	1156	657	700	607	1178	1305	1130	741	798	1851	904	1001	846	366	651	581	451	1215	704
ZC4H2|55906	454	200	0	0	581	172	74	53	352	961	1279	148	105	1901	0	1517	0	44	110	0	1	1973	319
ZCCHC10|54819	1057	738	847	653	749	541	592	495	855	936	1256	271	1353	817	880	1219	1249	827	584	302	754	1245	424
ZCCHC11|23318	10025	3477	1490	1696	4936	2085	2680	5220	2960	4190	6951	3210	2856	13138	1451	6098	2651	896	3505	1624	987	5304	1891
ZCCHC12|170261	0	2	1	3	3	0	0	4	0	11	66	2	56	166	0	12	0	0	0	5	1	0	8
ZCCHC13|389874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZCCHC14|23174	3288	2362	1727	1330	3470	2742	1494	1958	4645	2973	4527	1843	5663	4271	1881	3002	2499	3380	1822	1998	2474	4747	3740
ZCCHC16|340595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZCCHC17|51538	1705	1143	1292	664	1366	824	797	1464	1354	1817	2195	1706	1157	3478	2260	2020	2953	1171	1130	1534	1516	3472	986
ZCCHC18|644353	22	7	16	2	50	0	3	0	4	41	0	0	44	283	0	13	3	0	10	5	1	2	34
ZCCHC24|219654	1417	790	55	111	268	778	427	214	673	187	2464	525	160	1126	339	262	56	39	238	1538	490	3475	877
ZCCHC2|54877	1871	990	861	160.29	668	1215.96	1052	1109	2340	880	1302	663	1408.73	1506.64	961.97	1101.66	1033.16	755	1094	89	893.59	2617	474
ZCCHC3|85364	2433	1728	662	490	1922	882	1377	2171	2625	2049	2550	364	544	4169	1051	1392	2637	1338	1258	513	1722	1762	1126
ZCCHC4|29063	531	254	274	227	764	351	196	312	504	803	866	423	335	411	341	775	446	332	348	156	249	938	488
ZCCHC5|203430	0	0	0	0	0	0	0	2	0	0	4	1	0	5	0	56	0	0	0	169	9	10	5
ZCCHC6|79670	1752	2428	1890	1306	1877	958	1231	3471	2225	2164	5975	1655	1239	1438	1828	2420	1767	2201	1931	1978	5605	4189	1378
ZCCHC7|84186	1028	976	488	175	869	378	889	681	706	1068	2166	1140	886	899	793	1108	415	493	414	388	392	1499	384
ZCCHC8|55596	2543	1998	1261	746	3058	1061	1873	1049	1507	2678	3447	1364	1111	1732	731	2119	1714	698	1435	441	1142	2387	1511
ZCCHC9|84240	1789	876	878	541	1429	793	634	979	850	1789	2315	1023	576	1285	601	1875	1283	894	769	714	642	1933	922
ZCRB1|85437	6157	3818	2952	2859	6221	2786	3118	6265	1990	9284	5126	1154	2428	4473	2179	3376	2641	2422	2730	2552	2008	7706	1577
ZCWPW1|55063	200	92	85	61	271	31	54	371	101	233	164	127	82	286	158	97	116	334	187	58	93	104	87
ZCWPW2|152098	23	1	4	1	29	6	7	4	3	29	43	13	2	5	16	1	0	0	7	2	1	28	8
ZDBF2|57683	4104	1221	1566	354	2302	517	919	962	1103	1637	964	0	1251	627	1031	891	765	1112	1247	262	455	3140	576
ZDHHC11|79844	580	319	27	32	52	715	145	451	19	42	41	79	200	408	135	302	19	49	65	0	24	7	40
ZDHHC12|84885	1155	1679	1864	916	2589	1501	983	6109	1344	1804	3103	1086	1289	1681	2944	1867	5619	4206	2228	1933	4299	4095	2167
ZDHHC13|54503	773	684	775	500	618	793	911	530	979	425	956	972	790	921	721	731	958	696	812	179	1526	1575	415
ZDHHC14|79683	711	258	29	322	685	141	97	355	426	344	552	201	331	584	602	355	619	261	512	254	667	1586	287
ZDHHC15|158866	0	0	0	0	876	27	1	1	0	759	0	0	76	1252	0	3	0	0	153	0	3	1258	0
ZDHHC16|84287	3775	2861	1288	1676	2222	3269	1619	4158	1610	1789	2991	2597	2076	3041	2122	2575	4206	3050	1445	1743	4457	4587	3008
ZDHHC17|23390	3407	1212	880	598	2258	785	926	1075	516	1094	2741	1276	942	1765	553	1974	760	810	1253	677	1804	1605	2222
ZDHHC18|84243	3937	1576	761	1033	4378	708	919	1340	2153	3133	4491	1695	2027	2858	1693	1559	2349	2638	2863	789	3254	5216	1188
ZDHHC19|131540	1	1	0	0	18	0	0	10	0	15	2	0	10	18	2	0	0	0	6	0	0	0	0
ZDHHC1|29800	1049	285	101	103	112	151	191	265	67	56	416	57	70	402	7	92	61	95	141	79	487	655	105
ZDHHC20|253832	1500	951	2350	1532	1570	725	636	1798	2765	918	3577	1635	2408	1740	1024	1788	1400	1806	1123	414	3950	2211	1035
ZDHHC21|340481	1617	998	456	2961	1554	1971	575	830	1855	829	2182	961	1508	754	418	979	555	721	765	78	590	2159	1766
ZDHHC22|283576	174	53	2	8	19	1	16	0	1	14	3	0	27	322	0	3	1	3	1	22	3	9	32
ZDHHC23|254887	6849	716	522	315	2957	3711	697	1028	1237	1274	913	1240	1195	1317	474	1498	868	1133	1818	95	257	1631	690
ZDHHC24|254359	1422	352	993	514	581	1497	646	1116	290	327	825	618.26	422	585	608.06	553	625	1174.3	529	564	979	1213.64	603
ZDHHC2|51201	13963	2177	722	421	2165	444	1024	915	742	1419	902	471	573	906	1034	994	1059	443	845	228	117	3430	1122
ZDHHC3|51304	4766	3536	3053	2684	4376	3868	2045	4095	4323	3430	9160	2845	3016	4545	4278	4249	7647	4759	6606	2414	5309	9005	4802
ZDHHC4|55146	2732	712	1288	826	1711	621	624	1295	1037	1432	1723	610	973	3314	2926	1008	1695	1532	1173	1032	1459	4512	718
ZDHHC5|25921	14714	7636	10505	6177	10070	6077	7565	6867	10039	6726	16699	7285	9432	8550	7696	11212	15024	14715	11836	3880	19345	13458	9816
ZDHHC6|64429	1984.38	2099.24	1185.81	1042.41	1270.86	939	1552.32	2358.1	2375.35	1225.08	2643.42	2407.28	1412.55	1355.85	1490.92	1203.12	1512.36	1639.7	1281.85	975.48	2138.05	1689.36	2543.11
ZDHHC7|55625	6616	4418	5939	3832	9863	5497	3138	4866	5795	6701	17129	5554	5456	5520	8302	11884	5213	6503	5642	5385	8417	11246	7582
ZDHHC8P1|150244	197	41	11	6	46	357	75	22	5	37	147	35	65	284	45	25	24	9	6	11	7	3	65
ZDHHC8|29801	2734	1129	2772	431	2722	751	916	1599	1022	1766	2785	701	1322	3151	1103	1641	1913	1932	1666	1302	2691	2107	1220
ZDHHC9|51114	4407	2673	2215	2415	3055	7856	2759	10232	11562	1749	9580	7796	14634	3999	3366	7607	5112	5782	7078	1993	5024	4884	2289
ZEB1|6935	3053.41	2358.49	16.28	9	2598.56	145.75	1644.86	16.06	20.19	2818.76	327.94	279.12	497.38	1736.27	799.38	475.02	20.14	11.19	495.45	1989	63.23	6441.15	888.24
ZEB2|9839	593	380	19	0	2067	7	89	1	0	2920	43	4	52	70	466	143	5	23	426	2382	23	2	1222
ZER1|10444	3038	1332	2908	739	2010	884	885	3069	775	2110	5139	1573	1421	1734	3161	2347	2950	1436	1763	2168	2547	1853	1364
ZFAND1|79752	2954	1739	2735	2189	6033	3798	1260	2647	2292	5166	16182	3213	2382	1518	1539	14604	3702	3274	2467	1864	1443	2766	1761
ZFAND2A|90637	626	646	475	146	343	347	466	774	803	250	905	407	312	286	624	1305	902	685	619	1498	704	880	1549
ZFAND2B|130617	891	503	523	255	971	748	546	389	663	1003	1291	574	539	880	466	771	868	298	650	522	625	1081	882
ZFAND3|60685	5725	2479	3840	1573	3473	3320	2129	3379	3286	3436	6044	3598	3015	17146	6667	3135	3383	1704	2039	3554	3541	5119	2233
ZFAND5|7763	4620	9364	7911	1959	4391	4250	10569	11001	4992	3840	19671	5493	3906	15247	8353	11604	6032	4957	4334	4473	11376	16662	5582
ZFAND6|54469	7297	5149	2691	1219	1971	2130	5025	2955	1975	2493	10602	4924	926	3083	3621	4221	2286	1767	1496	1403	1775	5925	2911
ZFATAS|594840	1.56	1.24	0	0	0	0	0	0	0	0	4.29	1.38	0	2.69	1.34	2.78	1.41	1.47	1.3	0.65	3.09	2.38	0
ZFAT|57623	326.44	406.76	428	448	599	368	382	514	450	541	2406.71	360.62	367	490.31	784.66	1457.22	608.59	277.53	506.7	716.35	572.91	656.62	455
ZFC3H1|196441	8046	3428	1789	1246	4917	2044	3220	4686	2383	4827	13182	2704	1626	3069	1031	4016	1527	878	2571	527	1487	3459	2588
ZFHX3|463	3466.27	6012.39	1723.22	880.66	2174.85	3556.75	4169.49	3660.39	7950.73	4685.55	4881.49	2979.44	6896.43	4871.32	1676.34	4017.97	2318.17	2149	3379.27	920.55	691.38	8352.74	3144.48
ZFHX4|79776	6183	1242	1191	215	2389	301	499	368	367	4603	2132	25	709	93	9	1117	670	312	400	1295	720	1975	38
ZFP106|64397	6001	3593	6016	3420	6084	4922	1865	6216	5871	6841	9462	3905	6883	8297	5339	6368	3077	4555	6815	3653	5248	10449	5527
